1613548800000:000000000000000000000000000045:000000000000000000000000000000000000000000000000000000006636
1612252800000,0.05056000,0.05056000,0.03989000,0.04077000,2841583.60000000,1612281599999,123795.32199300,678,1183207.20000000,52250.64550900,0
1612281600000,0.04100000,0.04257000,0.03970000,0.04134000,1788156.80000000,1612310399999,72863.94651600,328,704698.40000000,28806.43219800,0
1612310400000,0.04134000,0.04473000,0.04134000,0.04259000,3163837.60000000,1612339199999,136559.16710600,434,1688737.30000000,73113.88628200,0
1612339200000,0.04283000,0.04328000,0.04077000,0.04169000,1290778.50000000,1612367999999,54432.45940800,306,601176.50000000,25352.12405800,0
1612368000000,0.04137000,0.05195000,0.04080000,0.04892000,4857230.60000000,1612396799999,229770.19222100,840,2693109.80000000,126215.49987200,0
1612396800000,0.04901000,0.06900000,0.04707000,0.06727000,15464102.80000000,1612425599999,882097.75371600,1921,8459991.00000000,481507.36643000,0
1612425600000,0.06677000,0.08000000,0.05700000,0.06229000,38283846.30000000,1612454399999,2614390.25776000,6681,18255821.70000000,1251514.90134000,0
1612454400000,0.06291000,0.07498000,0.05492000,0.07008000,9952418.00000000,1612483199999,638219.70435300,1736,4830295.50000000,310061.82295200,0
1612483200000,0.06999000,0.07150000,0.05711000,0.06030000,12571423.00000000,1612511999999,798645.32091700,2468,5605340.60000000,356732.99347700,0
1612512000000,0.06082000,0.06310000,0.05730000,0.06026000,4403404.50000000,1612540799999,263556.19363600,1344,1722055.10000000,103017.73501800,0
1612540800000,0.06014000,0.06211000,0.05850000,0.06110000,1562358.00000000,1612569599999,94497.81092800,724,744530.50000000,45170.69142900,0
1612569600000,0.06136000,0.06790000,0.05811000,0.06371000,7374667.90000000,1612598399999,467700.88205300,1410,3037371.10000000,192080.75709200,0
1612598400000,0.06355000,0.06707000,0.06283000,0.06618000,2547207.50000000,1612627199999,164723.43716100,849,1248885.90000000,81049.59291900,0
1612627200000,0.06657000,0.07662000,0.06500000,0.07529000,8023821.50000000,1612655999999,574794.27488300,1953,4750981.30000000,340792.63154800,0
1612656000000,0.07539000,0.08550000,0.06965000,0.07960000,17056097.00000000,1612684799999,1313495.20628300,3415,8936925.10000000,692192.28110600,0
1612684800000,0.07984000,0.08425000,0.07650000,0.08388000,8249636.80000000,1612713599999,658682.99606400,1503,4460347.50000000,357668.06173800,0
1612713600000,0.08403000,0.11555000,0.08403000,0.10233000,22205058.40000000,1612742399999,2212617.20348300,4669,11774334.40000000,1176718.72252400,0
1612742400000,0.10200000,0.10450000,0.08100000,0.09400000,17003101.50000000,1612771199999,1602707.63761200,3708,7856492.90000000,744727.62102800,0
1612771200000,0.09388000,0.11111000,0.09150000,0.10651000,10200590.20000000,1612799999999,1030154.91267500,2279,5903772.60000000,601827.86880900,0
1612800000000,0.10720000,0.11030000,0.09933000,0.10299000,5876567.20000000,1612828799999,610380.43774100,1617,3156996.50000000,329697.11605400,0
1612828800000,0.10306000,0.10900000,0.10100000,0.10241000,6977006.10000000,1612857599999,728894.59712700,1858,3239146.00000000,339392.62774400,0
1612857600000,0.10281000,0.10604000,0.09095000,0.09489000,5496652.70000000,1612886399999,554123.20103900,1832,2313369.00000000,235373.80066100,0
1612886400000,0.09434000,0.09715000,0.08270000,0.09051000,5848278.50000000,1612915199999,529773.98477200,1649,2238654.90000000,203611.05996000,0
1612915200000,0.09196000,0.10000000,0.08895000,0.09775000,6777661.20000000,1612943999999,638701.62253100,1613,2920686.40000000,276287.70135000,0
1612944000000,0.09775000,0.10630000,0.08700000,0.09891000,7092683.10000000,1612972799999,694746.38916800,1842,3798343.30000000,374634.09673500,0
1612972800000,0.09930000,0.10226000,0.09392000,0.09490000,2326386.20000000,1613001599999,225251.18015700,785,1253760.80000000,121352.09472000,0
1613001600000,0.09476000,0.09626000,0.09352000,0.09374000,1157115.20000000,1613030399999,109500.36769200,538,551592.10000000,52322.02303100,0
1613030400000,0.09373000,0.09843000,0.09282000,0.09282000,2471818.00000000,1613059199999,235437.46656100,890,1047471.70000000,99857.41966100,0
1613059200000,0.09317000,0.09424000,0.08861000,0.09066000,2138473.70000000,1613087999999,194220.99021800,687,741075.20000000,67704.86457700,0
1613088000000,0.09073000,0.09174000,0.07900000,0.08410000,7171417.30000000,1613116799999,619856.66747900,1470,2958897.20000000,257840.25082100,0
1613116800000,0.08511000,0.09057000,0.08501000,0.08805000,2812294.60000000,1613145599999,247060.61860200,754,1531447.00000000,134757.80698100,0
1613145600000,0.08808000,0.09500000,0.08803000,0.09059000,1763091.90000000,1613174399999,162177.91544600,528,967045.20000000,89505.44566200,0
1613174400000,0.09059000,0.09336000,0.08868000,0.09008000,1957243.60000000,1613203199999,177812.77035300,642,914443.60000000,83360.49283400,0
1613203200000,0.08995000,0.09130000,0.08532000,0.08908000,1823303.10000000,1613231999999,162506.61889500,666,962258.70000000,86162.37186100,0
1613232000000,0.08956000,0.09025000,0.08550000,0.08636000,682881.70000000,1613260799999,59512.35029900,309,398872.60000000,34739.01263800,0
1613260800000,0.08624000,0.08639000,0.08181000,0.08419000,2724943.90000000,1613289599999,229275.49773000,773,1364050.00000000,114480.00733000,0
1613289600000,0.08490000,0.08575000,0.07260000,0.07791000,2755545.00000000,1613318399999,219195.95669300,925,1036683.10000000,81981.75924200,0
1613318400000,0.07824000,0.08408000,0.07365000,0.08100000,3544442.60000000,1613347199999,278939.63998200,1009,1279225.90000000,100931.08284800,0
1613347200000,0.08059000,0.08300000,0.06123000,0.07119000,7324364.90000000,1613375999999,518445.67919400,1785,3338714.40000000,237519.06866800,0
