1613541600000:000000000000000000000000002371:000000000000000000000000000000000000000000000000000000326650
1562328000000,0.00000042,0.00000043,0.00000031,0.00000033,3754826209.00000000,1562349599999,1342.78463206,13496,1774910389.00000000,641.03226399,0
1562349600000,0.00000032,0.00000036,0.00000032,0.00000035,475700533.00000000,1562371199999,159.85634353,3231,319580125.00000000,108.16807915,0
1562371200000,0.00000036,0.00000036,0.00000032,0.00000033,309091210.00000000,1562392799999,103.22561521,2495,129143144.00000000,43.33455384,0
1562392800000,0.00000033,0.00000033,0.00000031,0.00000032,244682537.00000000,1562414399999,78.89472267,1810,102033278.00000000,33.09519439,0
1562414400000,0.00000031,0.00000033,0.00000030,0.00000031,351746918.00000000,1562435999999,109.16413498,2534,104842779.00000000,33.30504971,0
1562436000000,0.00000031,0.00000032,0.00000030,0.00000031,160727342.00000000,1562457599999,48.90418890,1023,67999896.00000000,21.08091477,0
1562457600000,0.00000031,0.00000032,0.00000030,0.00000031,159279289.00000000,1562479199999,49.37084051,928,79474978.00000000,24.71876538,0
1562479200000,0.00000031,0.00000032,0.00000030,0.00000031,78330521.00000000,1562500799999,24.30020007,673,14627036.00000000,4.59131853,0
1562500800000,0.00000030,0.00000032,0.00000030,0.00000032,97770252.00000000,1562522399999,30.12214929,846,58766082.00000000,18.23965349,0
1562522400000,0.00000032,0.00000032,0.00000030,0.00000031,123032864.00000000,1562543999999,38.17792832,873,37906035.00000000,11.85263963,0
1562544000000,0.00000031,0.00000032,0.00000030,0.00000031,47625009.00000000,1562565599999,14.68257052,320,6272091.00000000,1.94882813,0
1562565600000,0.00000031,0.00000031,0.00000029,0.00000029,184153709.00000000,1562587199999,54.92376755,1227,36870847.00000000,11.11596878,0
1562587200000,0.00000030,0.00000030,0.00000029,0.00000029,76129436.00000000,1562608799999,22.17801045,643,10047401.00000000,3.01422030,0
1562608800000,0.00000029,0.00000030,0.00000028,0.00000029,140776867.00000000,1562630399999,40.02223588,1024,37021893.00000000,10.75992454,0
1562630400000,0.00000028,0.00000029,0.00000027,0.00000027,158655309.00000000,1562651999999,44.22088890,914,88562894.00000000,24.81590657,0
1562652000000,0.00000028,0.00000029,0.00000027,0.00000028,160584936.00000000,1562673599999,44.80466362,855,106226192.00000000,29.74746440,0
1562673600000,0.00000028,0.00000028,0.00000027,0.00000028,61130634.00000000,1562695199999,16.89884491,508,39201133.00000000,10.97631724,0
1562695200000,0.00000028,0.00000028,0.00000027,0.00000028,31289115.00000000,1562716799999,8.59987444,357,15181339.00000000,4.25077492,0
1562716800000,0.00000027,0.00000028,0.00000026,0.00000026,88442490.00000000,1562738399999,23.76040816,644,32519854.00000000,8.85623706,0
1562738400000,0.00000027,0.00000028,0.00000026,0.00000027,148928032.00000000,1562759999999,40.31234627,678,64060172.00000000,17.46495461,0
